sku,name,shortDescription,longDescription,tags,categories,attributes,attributeValues,filters,ragularPrice,quantity,manageStock,shippingWeight,thumbnails,image,status,stockStatus
SKU83,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Pink|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_15.0.jpg|| 307_15.1.jpg,307_15.0.jpg,live,in
SKU84,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Tan|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_09.0.jpg|| 307_09.1.jpg,307_09.0.jpg,live,in
SKU85,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Nude|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_08.0.jpg|| 307_08.1.jpg,307_08.0.jpg,live,in
SKU86,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Tan|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_09.1.0.jpg|| 307_09.1.1.jpg,307_09.1.0.jpg,live,in
SKU87,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Yellow|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_03.0.jpg|| 307_03.1.jpg,307_03.0.jpg,live,in
SKU88,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Green|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_01.0.jpg|| 307_01.1.jpg,307_01.0.jpg,live,in
SKU89,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Yellow|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_06.0.jpg|| 307_06.1.jpg,307_06.0.jpg,live,in
SKU90,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Orange|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_02.0.jpg|| 307_02.1.jpg,307_02.0.jpg,live,in
SKU91,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Grey|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_04.0.jpg|| 307_04.1.jpg,307_04.0.jpg,live,in
SKU92,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Blue|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_16.0.jpg|| 307_16.1.jpg,307_16.0.jpg,live,in
SKU93,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Blue|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_22.0.jpg|| 307_22.1.jpg,307_22.0.jpg,live,in
SKU94,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Red|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_14.0.jpg|| 307_14.1.jpg,307_14.0.jpg,live,in
SKU95,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Silver|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_10.0.jpg|| 307_10.1.jpg,307_10.0.jpg,live,in
SKU96,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Lilac|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_11.0.jpg|| 307_11.1.jpg,307_11.0.jpg,live,in
SKU97,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Lilac|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_12.0.jpg|| 307_12.1.jpg,307_12.0.jpg,live,in
SKU98,Organza Silk,Silk is the most popular natural fabric after Cotton. ,"Silk is the most popular natural fabric after Cotton. Organza is a lightweight, mesh like weave that is perfect for overlays and linings, as well as evening wear.","Silk, Organza, Natural , Lining, Scarves,Dresses, Womens,Bridal,Evening Gowns,Skirts,Blouses",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Organza_Silk|| Plain|| Grey|| Silk Organdy_307|| 45|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Silk||Lining||Blouses||Skirts,280,38,no,1.4,307_19.0.jpg|| 307_19.1.jpg,307_19.0.jpg,live,in
SKU99,Georgette Silk,"Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.","Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Georgette, Bestsellers, Wedding , Trending",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Georgette_Silk|| Plain|| Black|| Silk Georgette_477/Londra 140 v.999|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,1800,5.3,no,1.55,477_Londra140v.999.0.jpg|| 477_Londra140v.999.1.jpg,477_Londra140v.999.0.jpg,live,in
SKU100,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain||  Cream|| Cotton Plain_336|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,950,9,no,3.2,336_offwhite.0.jpg|| 336_offwhite.1.jpg,336_offwhite.0.jpg,live,in
SKU101,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| L.Peach|| Cotton Plain_336|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,950,9,no,3.2,336_L.Peach.0.jpg|| 336_L.Peach.1.jpg,336_L.Peach.0.jpg,live,in
SKU102,Georgette Plain Dyed,"Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.","Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Georgette, Bestsellers, Wedding , Trending",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Georgette_Plain Dyed|| Plain|| Brown|| Georgette Plain_336|| 52|| Georgette|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,950,10.9,no,2.45,336_ovaltine.0.jpg|| 336_ovaltine.1.jpg,336_ovaltine.0.jpg,live,in
SKU103,Georgette Plain Dyed,"Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.","Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Georgette, Bestsellers, Wedding , Trending",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Georgette_Plain Dyed|| Plain|| Brush|| Georgette Plain_336|| 52|| Georgette|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,950,10.9,no,2.45,336_L.Brown.0.jpg|| 336_L.Brown.1.jpg,336_L.Brown.0.jpg,live,in
SKU104,Georgette Plain Dyed,"Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.","Georgette is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Georgette, Bestsellers, Wedding , Trending",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Georgette_Plain Dyed|| Plain|| Navy Blue|| Georgette Plain_336|| 52|| Georgette|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,950,10.9,no,2.45,336_Navy.0.jpg|| 336_Navy.1.jpg,336_Navy.0.jpg,live,in
SKU105,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Tan|| Cotton Plain_354|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,950,12.5,no,3.3,354_Peach.0.jpg|| 354_Peach.1.jpg,354_Peach.0.jpg,live,in
SKU106,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Red|| Cotton Plain_354|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,950,12.5,no,3.3,354_Red.0.jpg|| 354_Red.1.jpg,354_Red.0.jpg,live,in
SKU107,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Navy Blue|| Cotton Plain_354|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,950,12.5,no,3.3,354_Navy.0.jpg|| 354_Navy.1.jpg,354_Navy.0.jpg,live,in
SKU108,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Tan|| Cotton Plain_336-Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,336-chaucer_peach.0.jpg|| 336-chaucer_peach.1.jpg,336-chaucer_peach.0.jpg,live,in
SKU109,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Grey|| Cotton Plain_336-Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,336-chaucer_L.Grey.0.jpg|| 336-chaucer_L.Grey.1.jpg,336-chaucer_L.Grey.0.jpg,live,in
SKU110,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Grey|| Cotton Plain_336-Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,336-chaucer_D.Grey.0.jpg|| 336-chaucer_D.Grey.1.jpg,336-chaucer_D.Grey.0.jpg,live,in
SKU111,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Brown|| Cotton Plain_336-Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,336-chaucer_Brown.0.jpg|| 336-chaucer_Brown.1.jpg,336-chaucer_Brown.0.jpg,live,in
SKU112,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Teal|| Cotton Plain_336-Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,336-chaucer_Navy.0.jpg|| 336-chaucer_Navy.1.jpg,336-chaucer_Navy.0.jpg,live,in
SKU113,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain||  Lilac|| Cotton Plain_336-Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,336-chaucer_Violet.0.jpg|| 336-chaucer_Violet.1.jpg,336-chaucer_Violet.0.jpg,live,in
SKU114,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| 17095|| Cotton Stretch_Chaucer|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,850,6.5,no,2.25,chaucer_17075.0.jpg|| chaucer_17075.1.jpg,chaucer_17075.0.jpg,live,in
SKU115,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| White|| Cotton Stretch_Konan Unito 900 Co|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,550,17,no,4.15,KonanUnito900co_B.0.jpg|| KonanUnito900co_B.1.jpg,KonanUnito900co_B.0.jpg,live,in
SKU116,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Green|| Cotton Stretch_Konan Unito 900 Co|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,550,17,no,4.15,KonanUnito900co_E.0.jpg|| KonanUnito900co_E.1.jpg,KonanUnito900co_E.0.jpg,live,in
SKU117,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| White|| Cotton Stretch_Konan Unito 900 Co|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,550,17,no,4.15,KonanUnito900co_H.0.jpg|| KonanUnito900co_H.1.jpg,KonanUnito900co_H.0.jpg,live,in
SKU118,Cottons Stretch,Cotton is the first and oldest natural fabric in the world,,"Cotton, Plain Dyed, Stretch, Blends",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Cottons_Stretch|| Plain|| Black|| Cotton Stretch_Konan Unito 900 Co|| 58|| Cotton|| Lightweight and great for summer,cotton||plain||shirts,550,17,no,4.15,KonanUnito900co_I.0.jpg|| KonanUnito900co_I.1.jpg,KonanUnito900co_I.0.jpg,live,in
SKU119,Linens Plain Dyed,"Linen is a strong , natural fabric made from the flax plant","Linen is a strong , natural fabric made from the flax plant, it is perfect for warm weather and has many characteristics that make it ideal for women, mens and kids wear.","Linen, Natural, Plain Dyed, Spring Summer",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Linens_Plain Dyed|| Plain|| 111|| Linen Plain Dyed_300/SC/CRD666|| 56|| Linen|| Lightweight and great for summer,linen||plain||spring||summer||blouses||shirts,280,5.3,no,1.5,300_sc_crd666_4111.0.jpg|| 300_sc_crd666_4111.1.jpg,300_sc_crd666_4111.0.jpg,live,in
SKU120,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| White|| Silk Chiffon _617SILK|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,380,31.5,no,1.45,617silk_005-ow.0.jpg|| 617silk_005-ow.1.jpg,617silk_005-ow.0.jpg,live,in
SKU121,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Pink|| Silk Chiffon _617SILK|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,380,31.5,no,1.45,617silk_106.0.jpg|| 617silk_106.1.jpg,617silk_106.0.jpg,live,in
SKU122,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Lilac|| Silk Chiffon _617SILK|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,380,31.5,no,1.45,617silk_091.0.jpg|| 617silk_091.1.jpg,617silk_091.0.jpg,live,in
SKU123,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Brown|| Silk Chiffon _617SILK|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,380,31.5,no,1.45,617silk_007.0.jpg|| 617silk_007.1.jpg,617silk_007.0.jpg,live,in
SKU124,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| N/A|| Silk Chiffon _617SILK|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,380,31.5,no,1.45,617silk_026.0.jpg|| 617silk_026.0.jpg|| ,617silk_026.0.jpg,live,in
SKU125,Chiffons Silk,"Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.","Chiffon is a lightweight and translucent fabric, perfect for scarves and as overlays.Silk chiffon has the added advantage of a beautiful sheen and a soft handfeel.","Silk, Chiffon, Shaded, Trending,Womens, Eveningwear, Dresses,hijab,Scarves",printed-cotton||flatknit||pure-wool,Fabric Name||Weave||Design Name Color||Design Name Code||Width||Content||Weight Feel Suitability,Chiffons_Silk|| Plain|| Green|| Silk Chiffon _617SILK|| 58|| Silk|| Lightweight|| Fine || Meshlike and Translucent fabric,Plain||Lining||Bridal|| bridal|| evening gowns|| hijabs||dresses|| Blouses||spring|| summer||silk,380,31.5,no,1.45,617silk-015.0.jpg|| 617silk-015.1.jpg,617silk-015.0.jpg,live,in
